,funding
2026-04-07 08:00:00+00:00,0.0
2026-04-07 16:00:00+00:00,0.0
2026-04-08 00:00:00+00:00,-0.0003521762415611
2026-04-08 08:00:00+00:00,0.0
2026-04-08 16:00:00+00:00,0.0
2026-04-09 00:00:00+00:00,0.0
2026-04-09 08:00:00+00:00,0.0
2026-04-09 16:00:00+00:00,0.0
2026-04-10 00:00:00+00:00,0.0
2026-04-10 08:00:00+00:00,1.79104459753e-05
2026-04-10 16:00:00+00:00,0.0
2026-04-11 00:00:00+00:00,0.0001232483339173
2026-04-11 08:00:00+00:00,0.0005040470345687
2026-04-11 16:00:00+00:00,0.0004046447163988
2026-04-12 00:00:00+00:00,0.0003252323281661
2026-04-12 08:00:00+00:00,0.000553612472828
2026-04-12 16:00:00+00:00,0.0006037329020034
2026-04-13 00:00:00+00:00,5.3148755048e-06
2026-04-13 08:00:00+00:00,0.0
2026-04-13 16:00:00+00:00,0.0
2026-04-14 00:00:00+00:00,0.0
2026-04-14 08:00:00+00:00,0.0
2026-04-14 16:00:00+00:00,0.0
2026-04-15 00:00:00+00:00,-0.0001749996131023
2026-04-15 08:00:00+00:00,0.0
2026-04-15 16:00:00+00:00,-0.0001812251665313
2026-04-16 00:00:00+00:00,0.0
2026-04-16 08:00:00+00:00,0.0
2026-04-16 16:00:00+00:00,0.0
2026-04-17 00:00:00+00:00,0.0
2026-04-17 08:00:00+00:00,0.0
2026-04-17 16:00:00+00:00,-3.59691851829e-05
2026-04-18 00:00:00+00:00,0.0
2026-04-18 08:00:00+00:00,0.0002813359395162
2026-04-18 16:00:00+00:00,0.0002616252173341
2026-04-19 00:00:00+00:00,0.0003858661245507
2026-04-19 08:00:00+00:00,0.000667294054826
2026-04-19 16:00:00+00:00,0.0006172799990296
2026-04-20 00:00:00+00:00,0.0
2026-04-20 08:00:00+00:00,0.0
2026-04-20 16:00:00+00:00,0.0
2026-04-21 00:00:00+00:00,0.0
2026-04-21 08:00:00+00:00,0.0
2026-04-21 16:00:00+00:00,0.0
2026-04-22 00:00:00+00:00,0.0
2026-04-22 08:00:00+00:00,0.0
2026-04-22 16:00:00+00:00,0.0
2026-04-23 00:00:00+00:00,0.0
2026-04-23 08:00:00+00:00,0.0002001305787978
2026-04-23 16:00:00+00:00,0.0
2026-04-24 00:00:00+00:00,6.24785485231e-05
2026-04-24 08:00:00+00:00,0.0
2026-04-24 16:00:00+00:00,0.0
2026-04-25 00:00:00+00:00,0.0
2026-04-25 08:00:00+00:00,8.9802875674e-06
2026-04-25 16:00:00+00:00,0.0
2026-04-26 00:00:00+00:00,0.0
2026-04-26 08:00:00+00:00,0.0
2026-04-26 16:00:00+00:00,0.0
2026-04-27 00:00:00+00:00,0.0
2026-04-27 08:00:00+00:00,0.0
2026-04-27 16:00:00+00:00,0.0
