ts,open,high,low,close,volume
2026-01-01 00:00:00+00:00,0.11761,0.12283,0.11624,0.12052,4451970.0
2026-01-01 01:00:00+00:00,0.12052,0.12978,0.12046,0.1289,6151410.0
2026-01-01 02:00:00+00:00,0.12889,0.13109,0.121,0.12542,12156870.0
2026-01-01 03:00:00+00:00,0.12547,0.12697,0.12104,0.12132,4176610.0
2026-01-01 04:00:00+00:00,0.12133,0.1245,0.12052,0.12235,3906860.0
2026-01-01 05:00:00+00:00,0.1224,0.12368,0.11667,0.11832,4971350.0
2026-01-01 06:00:00+00:00,0.11829,0.12068,0.11686,0.12047,4968380.0
2026-01-01 07:00:00+00:00,0.12067,0.1226,0.11814,0.12051,2610040.0
2026-01-01 08:00:00+00:00,0.12049,0.12152,0.11744,0.11884,3506440.0
2026-01-01 09:00:00+00:00,0.11873,0.11899,0.11187,0.11377,6236390.0
2026-01-01 10:00:00+00:00,0.11379,0.11541,0.11207,0.11401,2389560.0
2026-01-01 11:00:00+00:00,0.11406,0.115,0.11373,0.11445,282510.0
2026-01-01 12:00:00+00:00,0.11453,0.11535,0.10884,0.1107,5073340.0
2026-01-01 13:00:00+00:00,0.1108,0.11226,0.11036,0.1114,799390.0
2026-01-01 14:00:00+00:00,0.11144,0.11226,0.11093,0.11166,320570.0
2026-01-01 15:00:00+00:00,0.11171,0.11273,0.11085,0.11117,497560.0
2026-01-01 16:00:00+00:00,0.11132,0.11545,0.11132,0.11328,1734490.0
2026-01-01 17:00:00+00:00,0.11332,0.11577,0.1133,0.11449,685760.0
2026-01-01 18:00:00+00:00,0.11457,0.11467,0.11286,0.11347,450740.0
2026-01-01 19:00:00+00:00,0.11347,0.11463,0.11292,0.1134,415510.0
2026-01-01 20:00:00+00:00,0.1135,0.11404,0.11208,0.11248,280950.0
2026-01-01 21:00:00+00:00,0.11245,0.11364,0.11183,0.11319,332360.0
2026-01-01 22:00:00+00:00,0.11323,0.11358,0.11249,0.11284,226590.0
2026-01-01 23:00:00+00:00,0.11285,0.11301,0.11186,0.11251,243320.0
2026-01-02 00:00:00+00:00,0.11254,0.11274,0.11117,0.11166,222880.0
2026-01-02 01:00:00+00:00,0.11183,0.11416,0.11143,0.11357,537080.0
2026-01-02 02:00:00+00:00,0.11343,0.11365,0.11217,0.11241,297730.0
2026-01-02 03:00:00+00:00,0.11239,0.11464,0.1122,0.11362,336010.0
2026-01-02 04:00:00+00:00,0.11368,0.11421,0.11302,0.11421,274590.0
2026-01-02 05:00:00+00:00,0.11406,0.1155,0.11341,0.11414,329400.0
2026-01-02 06:00:00+00:00,0.11426,0.11442,0.11343,0.11385,137130.0
2026-01-02 07:00:00+00:00,0.11389,0.11444,0.11216,0.11217,324720.0
2026-01-02 08:00:00+00:00,0.11217,0.11371,0.11212,0.11257,259680.0
2026-01-02 09:00:00+00:00,0.11275,0.11383,0.11227,0.11372,146180.0
2026-01-02 10:00:00+00:00,0.11382,0.11443,0.11259,0.11274,362990.0
2026-01-02 11:00:00+00:00,0.11273,0.11308,0.11006,0.11172,415810.0
2026-01-02 12:00:00+00:00,0.11177,0.11403,0.11135,0.11349,644260.0
2026-01-02 13:00:00+00:00,0.11356,0.11425,0.11314,0.11369,195170.0
2026-01-02 14:00:00+00:00,0.11375,0.11907,0.11373,0.11776,1658900.0
2026-01-02 15:00:00+00:00,0.11777,0.11786,0.11585,0.11603,468400.0
2026-01-02 16:00:00+00:00,0.11611,0.12667,0.11609,0.12504,6730420.0
2026-01-02 17:00:00+00:00,0.1252,0.1298,0.12516,0.12759,4168630.0
2026-01-02 18:00:00+00:00,0.12763,0.13076,0.12579,0.12687,3184300.0
2026-01-02 19:00:00+00:00,0.12687,0.12799,0.1236,0.12501,2396500.0
2026-01-02 20:00:00+00:00,0.12499,0.12652,0.1242,0.1259,809500.0
2026-01-02 21:00:00+00:00,0.1259,0.12669,0.12401,0.12431,567350.0
2026-01-02 22:00:00+00:00,0.12431,0.1251,0.12275,0.12478,634540.0
2026-01-02 23:00:00+00:00,0.12498,0.1251,0.12189,0.1226,698870.0
2026-01-03 00:00:00+00:00,0.12266,0.1235,0.122,0.12253,336720.0
2026-01-03 01:00:00+00:00,0.12252,0.1239,0.12242,0.12348,407470.0
